,_id,ltable_Id,rtable_Id,ltable_Name,ltable_Street,ltable_Address,ltable_Phone,ltable_Cuisines,ltable_Take Out,rtable_Name,rtable_Street,rtable_Address,rtable_Phone,rtable_Cuisines,rtable_Take Out,label
1124,1124,2819,497,previti pizza,123 east 41st street ,"123 east 41st street new york city, ny 10168",+1 212-557-4992,Italian;Pizza;Fast Food,Yes,previti pizza,123 e 41st st,123 e 41st stnew york ny 10168,(212) 557-4992,Pizza;Beer Bar;Sandwiches,Yes,1
1128,1128,2823,2952,sushi ishikawa,419 e 74th st ,"419 e 74th st new york city, ny 10021-3949",+1 212-651-7292,Japanese,No,sushi ishikawa,419 e 74th st,419 e 74th stnew york ny 10021,(212) 651-7292,Sushi Bars,No,1
1130,1130,2826,1990,lupa,170 thompson st ,"170 thompson st new york city, ny 10012-2575",+1 212-982-5089,Italian;Vegetarian Friendly;Vegan Options,No,lupa,170 thompson st,170 thompson stnew york ny 10012,(212) 982-5089,Italian;American (New),No,1
1136,1136,2839,946,despana,408 broome st ,"408 broome st new york city, ny 10013-3269",+1 212-219-5050,Mediterranean;Spanish,Yes,despaña,408 broome st,408 broome stnew york ny 10013,(212) 219-5050,Spanish;Basque;Grocery,Yes,1
1139,1139,2844,1961,minetta tavern,113 macdougal st ,"113 macdougal st new york city, ny 10012-1201",+1 212-475-3850,American;Bar,No,minetta tavern,113 macdougal st,113 macdougal stnew york ny 10012,(212) 475-3850,French;American (New);Breakfast & Brunch,No,1
1141,1141,2848,1084,uskudar turkish restaurant,1405 2nd ave ,"1405 2nd ave new york city, ny 10021-3768",+1 212-988-4046,Mediterranean;Turkish;Middle Eastern,Yes,agora turkish restaurant,1565 2nd ave,1565 2nd avenew york ny 10028,(212) 717-1220,Turkish;Mediterranean;Middle Eastern,Yes,0
1142,1142,2849,930,one more thai,6 clinton st ,"6 clinton st new york city, ny 10002-1713",+1 212-228-8858,Asian;Thai,No,mughlai grill,6 clinton st,6 clinton stnew york ny 10002,(347) 389-7608,Indian,Yes,0
1143,1143,2855,1904,traif,"229 s 4th st brooklyn, ny 11211-560","229 s 4th st brooklyn, ny 11211-5605",+1 347-844-9578,American;International;Gluten Free Options,No,traif,229 s 4th stbrooklyn ,229 s 4th stbrooklyn ny 11211,(347) 844-9578,American (New);Tapas/Small Plates,No,1
1145,1145,2859,1393,saiguette,935 columbus ave ,"935 columbus ave new york city, ny 10025-3701",+1 212-866-8886,Asian;Vietnamese;Vegetarian Friendly,Yes,saiguette,935 columbus ave,935 columbus avenew york ny 10025,(212) 866-8886,Vietnamese,Yes,1
1147,1147,2863,1956,antica ristorante,8 stone st ,"8 stone st new york city, ny 10004-2202",+1 646-439-2200,Italian,No,antica ristorante,8 stone st,8 stone stnew york ny 10004,(212) 480-3880,Italian,Yes,1
1152,1152,2867,2382,the original soup man,1021 avenue of the americas ,"1021 avenue of the americas new york city, ny 10018-5408",+1 646-852-6113,Fast Food;Soups;American,Yes,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1154,1154,2873,2299,viceversa,325 w 51st st ,"325 w 51st st new york city, ny 10019-6424",+1 212-399-9291,Italian;Vegetarian Friendly;Gluten Free Options,No,viceversa,325 w 51st st,325 w 51st stnew york ny 10019,(212) 399-9291,Italian,No,1
1158,1158,2875,2631,manzo,200 5th ave ,"200 5th ave new york city, ny 10010-3302",+1 212-229-2180,Italian,No,il pesce,200 5th ave,200 5th avenew york ny 10010,(212) 229-2560,Seafood;Italian,No,0
1159,1159,2875,2632,manzo,200 5th ave ,"200 5th ave new york city, ny 10010-3302",+1 212-229-2180,Italian,No,eataly,200 5th ave,200 5th avenew york ny 10010,(212) 229-2560,Italian;Grocery;Cafes,No,0
1161,1161,2877,1044,harlem tavern,2153 frederick douglass blvd ,"2153 frederick douglass blvd new york city, ny 10026-2040",+1 212-866-4500,American;Bar;Pub,Yes,serengeti teas & spices,2292 frederick douglass blvd,2292 frederick douglass blvdnew york ny 10027,(212) 866-7100,Coffee & Tea;Tea Rooms,Yes,0
1164,1164,2882,3032,iridium jazz club,1650 broadway ,"1650 broadway new york city, ny 10019-6833",+1 212-582-2121,American;Bar;Pub,No,the iridium,1650 broadway,1650 broadwaynew york ny 10019,(347) 815-8649,Jazz & Blues;American (New),No,1
1172,1172,2916,2976,il mulino,86 w 3rd st ,"86 w 3rd st new york city, ny 10012-1095",+1 212-673-3783,Italian;Vegetarian Friendly;Gluten Free Options,No,il mulino new york - downtown,86 w 3rd st,86 w 3rd stnew york ny 10012,(212) 673-3783,Italian,Yes,1
1173,1173,2917,2296,junoon restaurant,27 w 24th st ,"27 w 24th st new york city, ny 10010-3290",+1 212-490-2100,Indian;Asian;Vegetarian Friendly,No,junoon,27 w 24th st,27 w 24th stnew york ny 10010,(212) 490-2100,Indian;Desserts;Wine Bars,No,1
1182,1182,2942,2169,gradisca,126 w 13th st ,"126 w 13th st new york city, ny 10011-7802",+1 212-691-4886,Italian;European;Vegetarian Friendly,Yes,gradisca,126 w 13th st,126 w 13th stnew york ny 10011,(212) 691-4886,Italian,Yes,1
1183,1183,2943,2881,charlie palmer steak,47 west 38th street ,"47 west 38th street new york city, ny 10022-3108",+1 212-302-3838,American;Steakhouse;Contemporary,No,charlie palmer steak,47 west 38th st,47 west 38th stnew york ny 10018,(212) 302-3838,Steakhouses;American (New),Yes,1
1187,1187,2952,1968,basso56,234 w 56th st ,"234 w 56th st new york city, ny 10019-4302",+1 212-265-2610,Italian;Mediterranean;European,Yes,basso56,234 w 56th st,234 w 56th stnew york ny 10019,(212) 265-2610,Italian;Wine Bars;Desserts,Yes,1
1189,1189,2965,2422,maya,1191 1st ave ,"1191 1st ave new york city, ny 10065-7108",+1 212-585-1818,Mexican;Latin;Contemporary,Yes,maya,1191 1st avebetween 64th st & 65th st,1191 1st avebetween 64th st & 65th stnew york ny 10065,(212) 585-1818,Mexican,Yes,1
1193,1193,2968,3120,chinese tuxedo nyc,5 doyers st ,"5 doyers st new york city, ny 10013-5140",+1 646-895-9301,Chinese;Asian,No,chinese tuxedo,5 doyers st,5 doyers stnew york ny 10013,(646) 895-9301,Chinese;Seafood;Noodles,No,1
1197,1197,2982,3013,chopt,225 liberty st ,"225 liberty st new york city, ny 10281-1048",+1 646-762-0054,,No,l’appart,225 liberty st,225 liberty stnew york ny 10281,(212) 981-8577,French,No,0
1198,1198,2987,2399,bar boulud,1900 broadway ,"1900 broadway new york city, ny 10023-7004",+1 212-595-0303,French;Vegetarian Friendly;Gluten Free Options,No,cafe fiorello,1900 broadway,1900 broadwaynew york ny 10023,(212) 595-5330,Italian;Pizza;American (Traditional),Yes,0
1199,1199,2987,2525,bar boulud,1900 broadway ,"1900 broadway new york city, ny 10023-7004",+1 212-595-0303,French;Vegetarian Friendly;Gluten Free Options,No,bar boulud,1900 broadway,1900 broadwaynew york ny 10023,(212) 595-0303,French;Wine Bars,No,1
1200,1200,2992,2402,ibis lounge,151 e 50th st ,"151 e 50th st new york city, ny 10022-7510",+1 212-753-1144,Mediterranean,No,empire steak house,151 e 50th st,151 e 50th stnew york ny 10022,(212) 582-6900,Steakhouses;Wine Bars;Seafood,Yes,0
1205,1205,2998,2319,il pesce,200 5th ave ,"200 5th ave new york city, ny 10010-3302",+1 212-229-2560,Seafood;Italian,Yes,manzo ristorante,200 5th ave,200 5th avenew york ny 10010,(212) 229-2180,Italian,No,0
1206,1206,2998,2320,il pesce,200 5th ave ,"200 5th ave new york city, ny 10010-3302",+1 212-229-2560,Seafood;Italian,Yes,eataly,200 5th ave,200 5th avenew york ny 10010,(212) 229-2560,Italian;Grocery;Cafes,No,0
1209,1209,3001,1701,candle cafe west,2427 broadway ,"2427 broadway new york city, ny 10024-1706",+1 212-769-8900,Vegetarian Friendly;Vegan Options;Gluten Free Options,Yes,candle cafe west,2427 broadway,2427 broadwaynew york ny 10024,(212) 769-8900,Cafes,Yes,1
1210,1210,3002,2784,nello,696 madison ave ,"696 madison ave new york city, ny 10065-7206",+1 212-980-9099,Italian,No,nello,696 madison ave,696 madison avenew york ny 10021,(212) 980-9099,Italian,Yes,1
1213,1213,3011,922,beyond sushi,229 e 14th st ,"229 e 14th st new york city, ny 10003-4111",+1 646-861-2889,Healthy;Sushi;Asian,Yes,beyond sushi,229 e 14th st,229 e 14th stnew york ny 10003,(646) 861-2889,Sushi Bars;Vegan;Kosher,Yes,1
1214,1214,3012,5,giovanni rana pastificio e cucina,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-370-0975,Italian;Mediterranean;Vegetarian Friendly,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,(212) 256-0343,Mexican,Yes,0
1216,1216,3012,213,giovanni rana pastificio e cucina,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-370-0975,Italian;Mediterranean;Vegetarian Friendly,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,(212) 228-2930,Coffee & Tea;Cafes,Yes,0
1221,1221,3012,1549,giovanni rana pastificio e cucina,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-370-0975,Italian;Mediterranean;Vegetarian Friendly,Yes,dizengoff nyc,75 9th ave,75 9th avenew york ny 10011,(646) 833-7097,Middle Eastern,Yes,0
1225,1225,3022,1512,emily,"919 fulton st brooklyn, ny 11238-173","919 fulton st brooklyn, ny 11238-1735",+1 347-884-9588,Italian;Pizza;American,Yes,emily,919 fulton stbrooklyn ,919 fulton stbrooklyn ny 11238,(347) 844-9588,Pizza,Yes,1
1226,1226,3027,2304,little park,85 w broadway ,"85 w broadway new york city, ny 10007-1045",+1 212-220-4110,American;Contemporary;Vegetarian Friendly,No,little park,85 w broadway,85 w broadwaynew york ny 10007,(212) 220-4110,American (New);Seafood;Salad,No,1
1228,1228,3029,2327,lady mendl's,56 irving pl ,"56 irving pl new york city, ny 10003-2314",+1 212-533-4466,British,No,cibar,56 irving pl,56 irving plnew york ny 10003,(212) 460-5656,Lounges,No,0
1229,1229,3030,5,filaga pizzeria e rosticerria siciliana,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-678-5382,Italian;Pizza;Fast Food,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,(212) 256-0343,Mexican,Yes,0
1232,1232,3030,1086,filaga pizzeria e rosticerria siciliana,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-678-5382,Italian;Pizza;Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,(917) 983-0695,Seafood Markets;Seafood,Yes,0
1233,1233,3030,1087,filaga pizzeria e rosticerria siciliana,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-678-5382,Italian;Pizza;Fast Food,Yes,chelsea market,75 9th ave,75 9th avenew york ny 10011,(212) 652-2110,Public Markets,No,0
1234,1234,3030,1166,filaga pizzeria e rosticerria siciliana,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 646-678-5382,Italian;Pizza;Fast Food,Yes,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,(646) 568-1223,Seafood;Wine Bars,No,0
1238,1238,3031,2414,bobo,181 w 10th st ,"181 w 10th st new york city, ny 10014-3130",+1 212-488-2626,French;Gluten Free Options,No,bobo,181 w 10th st,181 w 10th stnew york ny 10014,(212) 488-2626,American (New);French;Bars,No,1
1240,1240,3034,1403,pardon my french,103 avenue b ,"103 avenue b new york city, ny 10009-6279",+1 212-358-9683,French;European,No,pmf pardon my french,103 ave b,103 ave bnew york ny 10009,(212) 358-9683,French;Cocktail Bars;Breakfast & Brunch,Yes,1
1246,1246,3048,5,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-390-8851,Fast Food,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,(212) 256-0343,Mexican,Yes,0
1249,1249,3048,1086,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-390-8851,Fast Food,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,(917) 983-0695,Seafood Markets;Seafood,Yes,0
1251,1251,3048,1166,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-390-8851,Fast Food,Yes,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,(646) 568-1223,Seafood;Wine Bars,No,0
1252,1252,3048,1259,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-390-8851,Fast Food,Yes,beyond sushi,75 9th ave,75 9th avenew york ny 10011,(212) 929-2889,Sushi Bars;Vegan;Kosher,Yes,0
1253,1253,3048,1549,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-390-8851,Fast Food,Yes,dizengoff nyc,75 9th ave,75 9th avenew york ny 10011,(646) 833-7097,Middle Eastern,Yes,0
1255,1255,3054,2736,the soho grand bar & lounge,310 w broadway ,"310 w broadway new york city, ny 10013-2225",+1 212-965-3588,Bar;American;Contemporary,No,grand bar,310 w broadway,310 w broadwaynew york ny 10013,(212) 965-3588,Lounges;American (Traditional),No,1
1259,1259,3063,2396,pietro's,232 e 43rd st ,"232 e 43rd st new york city, ny 10017-4713",+1 212-682-9760,Italian;Gluten Free Options,No,pietros ristorante,232 e 43rd st,232 e 43rd stnew york ny 10017,(212) 682-9760,Steakhouses;Italian;Wine Bars,Yes,1
1261,1261,3068,2310,fish tag,222 w 79th st ,"222 w 79th st new york city, ny 10024-6230",+1 212-362-7470,Seafood;Gluten Free Options,No,fishtag,222 w 79th st,222 w 79th stnew york ny 10024,(212) 362-7470,Seafood;Mediterranean;Breakfast & Brunch,No,1
1267,1267,3092,6,beyond sushi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-929-2889,Healthy;Fast Food;Sushi,Yes,chelsea market,75 9th ave,75 9th avenew york ny 10011,(212) 652-2110,Public Markets,No,0
1268,1268,3092,213,beyond sushi,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-929-2889,Healthy;Fast Food;Sushi,Yes,ninth street espresso,75 9th ave,75 9th avenew york ny 10011,(212) 228-2930,Coffee & Tea;Cafes,Yes,0
1275,1275,3093,2238,amali,115 e 60th st ,"115 e 60th st new york city, ny 10022-1124",+1 212-339-8363,Mediterranean;Gluten Free Options;Vegetarian Friendly,No,amali,115 e 60th st,115 e 60th stnew york ny 10022,(212) 339-8363,Greek;Italian;Gluten-Free,Yes,1
1277,1277,3099,2536,the wayfarer,101 w 57th st ,"101 w 57th st new york city, ny 10019-2215",+1 212-691-0030,American;Sushi;Vegetarian Friendly,No,the wayfarer,101 w 57th st,101 w 57th stnew york ny 10019,(212) 691-0030,American (New),Yes,1
1278,1278,3100,792,wichcraft,61 w 62nd st ,"61 w 62nd st new york city, ny 10023-7015",+1 212-780-0577,Cafe;Soups,Yes,david rubenstein atrium,61 w 62nd st,61 w 62nd stnew york ny 10023,(212) 875-5350,Coffee & Tea;Performing Arts,Yes,0
1279,1279,3103,2841,cipriani,55 wall st ,"55 wall st new york city, ny 10005-2805",+1 212-699-4099,Italian;Vegetarian Friendly;Vegan Options,No,cipriani wall street,55 wall st,55 wall stnew york ny 10005,(212) 699-4096,Italian;Specialty Food,No,1
1284,1284,3110,1086,chelsea thai,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-924-2999,Asian;Thai;Vegetarian Friendly,Yes,the lobster place,75 9th ave,75 9th avenew york ny 10011,(917) 983-0695,Seafood Markets;Seafood,Yes,0
1285,1285,3110,1087,chelsea thai,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-924-2999,Asian;Thai;Vegetarian Friendly,Yes,chelsea market,75 9th ave,75 9th avenew york ny 10011,(212) 652-2110,Public Markets,No,1
1290,1290,3111,1845,parker and quinn,63 w 39th st ,"63 w 39th st new york city, ny 10018-3801",+1 212-729-0277,American;Bar;Vegetarian Friendly,Yes,parker & quinn,64 w 39th st,64 w 39th stnew york ny 10018,(212) 729-0277,American (New);Bars;Breakfast & Brunch,Yes,1
1292,1292,3116,2739,bhatti indian grill,100 lexington ave ,"100 lexington ave new york city, ny 10016-8975",+1 212-683-4229,Indian;Vegetarian Friendly;Vegan Options,Yes,lexington bar & books,1020 lexington ave,1020 lexington avenew york ny 10021,(212) 717-3902,Bars;American (Traditional),No,0
1293,1293,3122,1626,raymi,43 w 24th st ,"43 w 24th st new york city, ny 10010-3205",+1 212-929-1200,Peruvian;Latin;Gluten Free Options,Yes,latin beet kitchen,43 w 24th st,43 w 24th stnew york ny 10010,(917) 993-7323,Breakfast & Brunch;Latin American;Gluten-Free,Yes,0
1295,1295,3126,962,beyond sushi,62 w 56th st ,"62 w 56th st new york city, ny 10019-3824",+1 646-964-5097,Sushi;Asian;Healthy,Yes,beyond sushi,62 w 56th st,62 w 56th stnew york ny 10019,(347) 378-9562,Sushi Bars;Vegan;Kosher,Yes,1
1299,1299,3130,996,angel's share,8 stuyvesant st ,"8 stuyvesant st new york city, ny 10003-7501",+1 212-777-5415,,No,angel’s share,8 stuyvesant st,8 stuyvesant stnew york ny 10003,(212) 777-5415,Cocktail Bars;Speakeasies,No,1
1300,1300,3130,997,angel's share,8 stuyvesant st ,"8 stuyvesant st new york city, ny 10003-7501",+1 212-777-5415,,No,village yokocho,8 stuyvesant st,8 stuyvesant stnew york ny 10003,(212) 598-3041,Izakaya,No,0
1307,1307,3142,269,el sabroso,265 w 37th st ,"265 w 37th st new york city, ny 10018-5707",+1 212-284-1118,Latin;Spanish;South American,No,ramini espresso bar & cafe,265 w 37th st,265 w 37th stnew york ny 10018,(917) 704-4679,Coffee & Tea;Cafes,Yes,0
1313,1313,3157,2982,shu han ju,465 avenue of the americas ,"465 avenue of the americas new york city, ny 10011-8450",+1 212-428-8800,Chinese;Asian,Yes,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,(212) 459-1222,Steakhouses,No,0
1315,1315,3161,3065,blake & todd,52 vanderbilt ave ,"52 vanderbilt ave new york city, ny 10017-3808",+1 212-883-0010,American,Yes,ammos estiatorio,52 vanderbilt ave,52 vanderbilt avenew york ny 10017,(212) 922-9999,Greek;Seafood,Yes,0
1316,1316,3163,1114,harney & sons soho,433 broome st ,"433 broome st new york city, ny 10013-2622",+1 212-933-4853,,No,harney & sons soho,433 broome stground fl,433 broome stground flnew york ny 10013,(212) 933-4853,Coffee & Tea,Yes,1
1322,1322,3179,2234,colonie,"127 atlantic ave brooklyn, ny 11201-554","127 atlantic ave brooklyn, ny 11201-5546",+1 718-855-7500,American;Vegetarian Friendly;Gluten Free Options,No,colonie,127 atlantic avebrooklyn ,127 atlantic avebrooklyn ny 11201,(718) 855-7500,Breakfast & Brunch;American (Traditional);Cocktail Bars,No,1
1323,1323,3181,2724,barbetta,321 w 46th st ,"321 w 46th st new york city, ny 10036-3810",+1 212-246-9171,Italian;Vegetarian Friendly;Gluten Free Options,No,barbetta,321 w 46th st,321 w 46th stnew york ny 10036,(212) 246-9171,Italian;American (New),No,1
1324,1324,3182,2660,sardi's restaurant,234 w 44th st ,"234 w 44th st new york city, ny 10036-3909",+1 212-221-8440,Italian;American;International,No,sardi’s,234 w 44th st,234 w 44th stnew york ny 10036,(212) 221-8440,American (Traditional);Italian;Steakhouses,No,1
1329,1329,3193,2609,fiorini,209 e 56th st ,"209 e 56th st new york city, ny 10022-3705",+1 212-308-0830,Italian,No,amata,209 e 56th st,209 e 56th stnew york ny 10022,(212) 308-0830,Italian,Yes,0
1336,1336,3207,1013,greecologies,379 broome st # ny ,"379 broome st # ny new york city, ny 10013-3705",+1 212-941-0100,Mediterranean;Greek,No,greecologies,379 broome st,379 broome stnew york ny 10013,(212) 941-0100,Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Greek,Yes,1
1340,1340,3220,2383,souk and sandwich,117 avenue of the americas ,"117 avenue of the americas new york city, ny 10013-1933",,Lebanese;Middle Eastern;Fast Food,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1342,1342,3220,2982,souk and sandwich,117 avenue of the americas ,"117 avenue of the americas new york city, ny 10013-1933",,Lebanese;Middle Eastern;Fast Food,No,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,(212) 459-1222,Steakhouses,No,0
1343,1343,3225,2260,narcissa,212 cooper sq ,"212 cooper sq new york city, ny 10003",+1 212-228-3344,American;Gluten Free Options;Vegetarian Friendly,No,narcissa,25 cooper sq,25 cooper sqnew york ny 10003,(212) 228-3344,American (New),No,0
1346,1346,3239,2430,ecco!,124 chambers st ,"124 chambers st new york city, ny 10007-1002",+1 212-227-7074,Italian;Gluten Free Options,No,ecco,124 chambers st,124 chambers stnew york ny 10007,(212) 227-7074,Italian,Yes,1
1350,1350,3250,658,taco mix,234 e 116th st ,"234 e 116th st new york city, ny 10029-1412",+1 212-831-8147,Mexican;Latin;Fast Food,No,taco mix,234 e 116th st,234 e 116th stnew york ny 10029,(212) 289-2963,Mexican,Yes,1
1351,1351,3252,2196,ousia,629 w 57th st ,"629 w 57th st new york city, ny 10019-1001",+1 212-333-2000,Mediterranean;Greek;Vegetarian Friendly,Yes,ousia,629 w 57th st,629 w 57th stnew york ny 10019,(212) 333-2000,Mediterranean;Greek,Yes,1
1356,1356,3273,1441,westville,210 w 10th st ,"210 w 10th st new york city, ny 10014-6411",+1 212-741-7971,American;Healthy;Vegetarian Friendly,Yes,westville - west,210 w 10th st,210 w 10th stnew york ny 10014,(212) 741-7971,American (Traditional);Comfort Food;Vegetarian,Yes,1
1357,1357,3273,2564,westville,210 w 10th st ,"210 w 10th st new york city, ny 10014-6411",+1 212-741-7971,American;Healthy;Vegetarian Friendly,Yes,sushi on jones,210 w 10th st,210 w 10th stnew york ny 10014,(646) 357-0453,Sushi Bars;Japanese,Yes,0
1359,1359,3275,2963,carbone,181 thompson st ,"181 thompson st new york city, ny 10012-2583",+1 212-254-3000,Italian,No,carbone,181 thompson st,181 thompson stnew york ny 10012,(212) 254-3000,Italian,No,1
1364,1364,3278,1087,ronny brook milk bar,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-741-6455,,No,chelsea market,75 9th ave,75 9th avenew york ny 10011,(212) 652-2110,Public Markets,No,0
1366,1366,3278,1259,ronny brook milk bar,75 9th ave ,"75 9th ave new york city, ny 10011-7006",+1 212-741-6455,,No,beyond sushi,75 9th ave,75 9th avenew york ny 10011,(212) 929-2889,Sushi Bars;Vegan;Kosher,Yes,0
1374,1374,3292,1972,potbelly sandwich works,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",+1 646-289-4203,American;Fast Food;Soups,Yes,bar sixtyfive,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,(212) 632-5000,Cocktail Bars;Venues & Event Spaces;American (New),No,0
1375,1375,3292,1973,potbelly sandwich works,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",+1 646-289-4203,American;Fast Food;Soups,Yes,rainbow room,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,(212) 632-5000,American (New);Venues & Event Spaces,No,0
1376,1376,3292,2875,potbelly sandwich works,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",+1 646-289-4203,American;Fast Food;Soups,Yes,bar sixtyfive,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,(212) 632-5000,Cocktail Bars;Venues & Event Spaces;American (New),No,0
1377,1377,3292,2876,potbelly sandwich works,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",+1 646-289-4203,American;Fast Food;Soups,Yes,rainbow room,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,(212) 632-5000,American (New);Venues & Event Spaces,No,0
1378,1378,3295,2070,trademark burger,110 thompson st ,"110 thompson st new york city, ny 10012-3749",2129659101,American,No,cocotte,110 thompson st,110 thompson stnew york ny 10012,(212) 965-9100,French;Basque,No,0
1386,1386,3318,3013,blue ribbon sushi bar - hudson eats,225 liberty st ,"225 liberty st new york city, ny 10281-1048",+1 212-786-0808,Japanese;Sushi;Asian,Yes,l’appart,225 liberty st,225 liberty stnew york ny 10281,(212) 981-8577,French,No,0
1390,1390,3325,2042,brandy library,25 n moore st ,"25 n moore st new york city, ny 10013-2460",+1 212-226-5545,,No,brandy library,25 n moore st,25 n moore stnew york ny 10013,(212) 226-5545,American (New);Lounges;Wine Bars,No,1
1393,1393,3345,2382,bar ciccio alimentari,190 avenue of the americas ,"190 avenue of the americas new york city, ny 10013-1222",+1 646-476-9498,Italian;Vegetarian Friendly,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1394,1394,3345,2383,bar ciccio alimentari,190 avenue of the americas ,"190 avenue of the americas new york city, ny 10013-1222",+1 646-476-9498,Italian;Vegetarian Friendly,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1395,1395,3345,2434,bar ciccio alimentari,190 avenue of the americas ,"190 avenue of the americas new york city, ny 10013-1222",+1 646-476-9498,Italian;Vegetarian Friendly,No,stk midtown,1114 avenue of the americas,1114 avenue of the americasnew york ny 10036,(646) 624-2455,Steakhouses;American (New);Cocktail Bars,No,0
1402,1402,3359,2632,eataly,200 fifth ave ,"200 fifth ave new york city, ny 10010-3302",+1 212-229-2560,Italian;Soups;Vegetarian Friendly,Yes,eataly,200 5th ave,200 5th avenew york ny 10010,(212) 229-2560,Italian;Grocery;Cafes,No,1
1405,1405,3367,1140,banh mi zon,443 e 6th st ,"443 e 6th st new york city, ny 10009-6340",+1 646-524-6384,Vietnamese,No,amor y amargo,443 e 6th st,443 e 6th stnew york ny 10009,(212) 614-6818,Cocktail Bars,No,0
1408,1408,3384,49,biryani cart,46th st and 6th ave ,"46th st and 6th ave new york city, ny 10036",+1 917-420-5975,International;Indian;Middle Eastern,Yes,royal halal,44th st and 6th ave,44th st and 6th avenew york ny 10018,(347) 724-0504,Halal;Food Trucks;Street Vendors,Yes,0
1411,1411,3386,2854,nusr-et,60 w 53rd st ,"60 w 53rd st new york city, ny 10019-6106",+1 212-315-3660,American;International,No,nusr-et,60 w 53rd st,60 w 53rd stnew york ny 10019,(212) 315-3660,Steakhouses;Turkish,No,1
1412,1412,3388,2382,gobo - greenwich village,401 avenue of the americas ,"401 avenue of the americas new york city, ny 10014-3516",+1 212-255-3902,Asian;Japanese;Vegan Options,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1413,1413,3388,2383,gobo - greenwich village,401 avenue of the americas ,"401 avenue of the americas new york city, ny 10014-3516",+1 212-255-3902,Asian;Japanese;Vegan Options,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,(212) 554-4848,Lounges;Venues & Event Spaces,No,0
1415,1415,3394,1237,pisticci restaurant,125 la salle st ,"125 la salle st new york city, ny 10027-4651",+1 212-932-3500,Italian;Vegetarian Friendly;Gluten Free Options,Yes,pisticci,125 la salle st,125 la salle stnew york ny 10027,(212) 932-3500,Italian,Yes,1
1419,1419,3404,1270,ruby's,219 mulberry st ,"219 mulberry st new york city, ny 10012-5735",+1 212-925-5755,American;Cafe;Vegetarian Friendly,Yes,ruby’s cafe,219 mulberry st,219 mulberry stnew york ny 10012,(212) 925-5755,Burgers;Coffee & Tea;Breakfast & Brunch,Yes,1
