Id,Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
160,Juicy Spot Cafe,109 Ludlow StNew York NY 10002,(212) 933-0478,Juice Bars & Smoothies;Coffee & Tea;Ice Cream & Frozen Yogurt,10:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
161,Duzan Mediterranean Grill,2411 Steinway StAstoria NY 11103,(718) 204-7488,Middle Eastern;Sandwiches;Vegetarian,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
162,goa taco,79 Delancey StNew York NY 10002,(347) 276-5103,Fast Food;Tacos;Indian,12:00 PM,02:00 AM,12:00 PM,10:00 PM,Yes
163,Mamoun’s Falafel,30 St Marks PlNew York NY 10003,(646) 870-5785,Middle Eastern;Falafel,11:00 AM,05:00 AM,11:00 AM,01:00 AM,Yes
164,NY Pizza Suprema,413 8th AveNew York NY 10001,(212) 594-8939,Pizza,10:30 AM,12:00 AM,10:30 AM,12:00 AM,Yes
165,Punjabi Grocery & Deli,114 E 1st StNew York NY 10009,(212) 533-3356,Indian;Grocery;Delis,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,Yes
166,Bite,211 E 14th StNew York NY 10003,(212) 677-3123,Sandwiches;Salad;Mediterranean,10:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
167,Ling Kee Beef Jerky,42 Canal StNew York NY 10002,(212) 965-1206,Chinese;Barbeque,10:00 AM,08:00 PM,10:00 AM,08:00 PM,Yes
168,Fresh From Hell,326 W 47th StNew York NY 10036,(212) 956-4355,Salad;Sandwiches;Juice Bars & Smoothies,08:00 AM,08:00 PM,08:00 AM,06:00 PM,Yes
169,Num Pang Kitchen,28 E 12th StNew York NY 10003,(646) 791-0439,Cambodian;Sandwiches,11:00 AM,09:00 PM,12:00 PM,08:00 PM,Yes
170,New Park Pizzeria,15671 Crossbay BlvdHoward Beach NY 11414,(718) 641-3082,Pizza,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
171,Pan Con Todo Express,6911 Tonnelle AveNorth Bergen NJ 07047,(201) 861-2822,Cuban;Sandwiches;Salad,11:00 AM,08:30 PM,11:00 AM,07:30 PM,Yes
172,Rudy’s Bar & Grill,627 9th AveNew York NY 10036,(646) 707-0890,Dive Bars;Hot Dogs,08:00 AM,04:00 AM,12:00 PM,04:00 AM,No
173,Rumba’s Cafe,513 Central AveJersey City NJ 07307,(201) 216-9655,Cuban,06:00 AM,09:00 PM,06:00 AM,09:00 PM,Yes
174,Lamazou,370 3rd AveNew York NY 10016,(212) 532-2009,Cheese Shops;Sandwiches;Caterers,10:00 AM,08:00 PM,CLOSED,CLOSED,Yes
175,88 Lan Zhou Handmade Noodles & Dumplings,40 Bowery StNew York NY 10013,(646) 683-0939,Chinese;Noodles;Ramen,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
176,Saigon Vietnamese Sandwich Deli,369 Broome StNew York NY 10013,(212) 219-8341,Sandwiches;Vietnamese,07:00 AM,07:00 PM,07:00 AM,07:00 PM,Yes
177,Bagel Pub,287 9th StBrooklyn NY 11215,(718) 499-4402,Cafes;Breakfast & Brunch;Bagels,07:00 AM,05:00 PM,07:00 AM,05:00 PM,Yes
178,Gila’s Nosh,221 E 23rd StNew York NY 10010,(212) 213-3334,Coffee & Tea;Mediterranean;Breakfast & Brunch,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
179,Soup Spot,220 W 31st StNew York NY 10001,(212) 643-8623,Soup,CLOSED,CLOSED,CLOSED,CLOSED,Yes
180,Franky’s Souvlaki,31st Ave & Steinway StAstoria NY 11103,(833) 746-5540,Food Trucks;Greek;Caterers,10:30 AM,09:00 PM,10:30 AM,09:00 PM,Yes
181,Eim Khao Mun Kai Elmhurst,81-32 BroadwayElmhurst NY 11373,(718) 424-7156,Thai;Hainan,10:00 AM,09:00 PM,10:00 AM,09:00 PM,Yes
182,Fran’s Italian Deli,202 Hudson StHoboken NJ 07030,(201) 217-0203,Delis;Italian;Breakfast & Brunch,08:00 AM,04:00 PM,CLOSED,CLOSED,Yes
183,Java Day Cafe,16009 Northern BlvdFlushing NY 11358,(718) 961-4444,Bagels;Cafes;Breakfast & Brunch,06:00 AM,04:00 PM,07:00 AM,04:00 PM,Yes
184,Astoria Coffee,30-04 30th StAstoria NY 11102,(347) 619-3915,Coffee & Tea;Ice Cream & Frozen Yogurt;Bakeries,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
185,Tonys Pizzeria & Restaurant,443 Knickerbocker AveBrooklyn NY 11237,(718) 455-9664,Pizza;Italian,09:00 AM,12:00 AM,09:00 AM,12:00 AM,Yes
186,Saigon Shack,114 Macdougal StNew York NY 10012,(212) 228-0588,Sandwiches;Coffee & Tea;Salad,11:00 AM,01:00 AM,11:00 AM,11:00 PM,Yes
187,Tea NJ,262 Newark AveJersey City NJ 07302,(201) 222-7757,American (New);Tea Rooms;Cafes,09:00 AM,06:00 PM,09:00 AM,06:00 PM,Yes
188,Lhasa Fast Food,37-50 74th StSte 3750Jackson Heights NY 11372,(347) 952-6934,Himalayan/Nepalese,11:30 AM,10:30 PM,11:30 AM,10:30 PM,Yes
189,Congress Station,589 Palisade AveJersey City NJ 07307,(201) 656-5752,Coffee & Tea;Breakfast & Brunch;Bagels,08:00 AM,03:00 PM,08:00 AM,03:00 PM,Yes
190,Nefista Vegan Kofteh,656 Anderson AvenueCliffside Park NJ 07010,(201) 774-4080,Mediterranean;Vegan,11:00 AM,12:00 AM,11:00 AM,11:30 PM,Yes
191,Blend Coffee House,1033 Broad StBloomfield NJ 07003,(973) 893-5733,Coffee & Tea,07:00 AM,07:00 PM,07:00 AM,05:00 PM,Yes
192,Banh Mi Zon,443 E 6th StNew York NY 10009,(646) 524-6384,Vietnamese;Sandwiches;Salad,12:00 PM,10:00 PM,12:00 PM,08:00 PM,Yes
193,Eight Turn Crêpe,445 Albee Square WBrooklyn NY 11201,(929) 358-7988,Creperies,10:00 AM,10:00 PM,10:00 AM,09:00 PM,Yes
194,Dekalb Market Hall,445 Albee Square WBasement LevelBrooklyn NY 11201,(929) 359-6555,Food Court,07:00 AM,10:00 PM,07:00 AM,10:00 PM,Yes
195,Penny House Cafe,732 Washington AveBrooklyn NY 11238,(347) 240-7281,Coffee & Tea;Breakfast & Brunch;Sandwiches,07:00 AM,06:00 PM,07:00 AM,05:00 PM,Yes
196,O’Leary’s Publik House,788 Garfield AveJersey City NJ 07305,(201) 435-7269,Pubs;Cocktail Bars,11:00 AM,03:00 AM,11:00 AM,02:00 AM,No
197,Kusharista,518 86th StBrooklyn NY 11209,(718) 238-7800,Middle Eastern;Mediterranean,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
198,Love Cafe,283 Pleasant AveSt 115New York NY 10029,(212) 369-6916,Coffee & Tea;Breakfast & Brunch;Sandwiches,07:00 AM,02:30 PM,CLOSED,CLOSED,Yes
199,Brooklyn Bagel & Coffee Company,35-09 Ditmars BlvdAstoria NY 11105,(718) 932-8280,Coffee & Tea;Bagels;Breakfast & Brunch,06:00 AM,04:30 PM,06:00 AM,04:30 PM,Yes
200,Cheese Grille,188 Allen StNew York NY 10002,(212) 460-9383,American (Traditional);Comfort Food;Sandwiches,11:30 AM,03:00 AM,11:30 AM,10:00 PM,Yes
201,Margherita Pizza,163-04 Jamaica AveJamaica NY 11432,(718) 657-5780,Pizza,10:00 AM,07:30 PM,10:00 AM,05:00 PM,Yes
202,Bushwick Grind,63 Whipple StUnit 1LBrooklyn NY 11206,(929) 337-6007,Coffee & Tea,09:00 AM,05:00 PM,09:00 AM,05:00 PM,Yes
203,B&H Dairy,127 2nd AveNew York NY 10003,(212) 505-8065,Vegetarian;Delis,07:00 AM,12:00 AM,07:00 AM,12:00 AM,Yes
204,Gia Gelato & Cafe,281 Newark AveJersey City NJ 07302,(201) 216-0555,Gelato;Cafes;Breakfast & Brunch,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
205,Joe’s Pizza,7 Carmine StNew York NY 10014,(212) 366-1182,Pizza,10:00 AM,05:00 AM,10:00 AM,04:00 AM,Yes
206,Streecha,33 E 7th StNew York NY 10003,(212) 677-7160,Ukrainian,09:00 AM,05:00 PM,09:00 AM,05:00 PM,Yes
207,Baker’s Pizza,201 Avenue ANew York NY 10009,(212) 777-7477,Pizza;Salad;Sandwiches,12:00 PM,04:00 AM,12:00 PM,11:00 PM,Yes
208,Schmackary’s,362 W 45th StNew York NY 10036,(646) 801-9866,Desserts;Bakeries;Coffee & Tea,08:00 AM,12:00 AM,08:00 AM,11:00 PM,Yes
209,Irish Rover,3718 28th AveAstoria NY 11103,(718) 278-9372,Pubs;Sports Bars;Irish Pub,10:30 AM,04:00 AM,10:30 AM,04:00 AM,No
210,OatMeals,120 W 3rd StNew York NY 10012,(646) 360-3570,Bakeries;Coffee & Tea;Breakfast & Brunch,08:00 AM,05:00 PM,08:00 AM,05:00 PM,Yes
211,Ruzana,486 85th StBrooklyn NY 11209,(347) 662-6208,Kebab;Halal;Middle Eastern,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,Yes
212,Brooklyn Ice House,318 Van Brunt StBrooklyn NY 11231,(718) 222-1865,Barbeque;Pubs,12:00 PM,04:00 AM,12:00 PM,04:00 AM,Yes
213,Ninth Street Espresso,75 9th AveNew York NY 10011,(212) 228-2930,Coffee & Tea;Cafes,08:00 AM,08:00 PM,09:00 AM,07:00 PM,Yes
214,Lucid Café,311 Lexington AveNew York NY 10016,(212) 867-3490,Coffee & Tea,08:00 AM,05:00 PM,08:00 AM,03:00 PM,Yes
215,Oslo Coffee Roasters,422 E 75th StNew York NY 10021,(718) 782-0332,Coffee & Tea;Cafes,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
216,Taim Nolita,45 Spring StNew York NY 10012,(212) 219-0600,Falafel,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
217,Num Pang Kitchen,140 E 41st StNew York NY 10017,(212) 867-8889,Cambodian;Sandwiches,12:00 PM,06:00 PM,12:00 PM,06:00 PM,Yes
218,Sugar Hill Cafe,410 W 145th StNew York NY 10031,(212) 234-2024,Coffee & Tea;Cafes,08:00 AM,04:00 PM,08:00 AM,04:00 PM,Yes
219,La Bagel Delight,284 7th AveBrooklyn NY 11215,(718) 768-6107,Bagels;Breakfast & Brunch;Sandwiches,05:30 AM,07:00 PM,05:30 AM,06:00 PM,Yes
220,Cafe Patoro,223 Front StNew York NY 10038,(917) 262-0031,Bakeries;Brazilian;Coffee & Tea,08:00 AM,06:00 PM,08:00 AM,06:00 PM,Yes
221,Gimme! Coffee,228 Mott StNew York NY 10012,(212) 226-4011,Coffee & Tea,08:00 AM,06:00 PM,08:00 AM,06:00 PM,Yes
222,The Green Chicpea,59 Halsey StNewark NJ 07102,(862) 240-1500,Middle Eastern;Salad;Falafel,CLOSED,CLOSED,CLOSED,CLOSED,Yes
223,Hero King Handcrafted Sandwiches,406 Market StNewark NJ 07105,(973) 344-2322,Sandwiches,10:00 AM,03:00 PM,CLOSED,CLOSED,Yes
224,Teado Tea Shop,145D Hester StNew York NY 10002,(212) 226-7687,Coffee & Tea;Juice Bars & Smoothies;Bubble Tea,12:00 PM,08:00 PM,12:00 PM,08:00 PM,Yes
225,Dosa Hutt,45-63 Bowne StFlushing NY 11355,(718) 961-5897,Indian;Vegetarian,09:00 AM,09:00 PM,09:00 AM,09:00 PM,Yes
226,Dil-e Punjab Deli,170 9th AveNew York NY 10011,(212) 647-9428,Indian;Vegetarian;Pakistani,10:00 AM,12:00 AM,10:00 AM,12:00 AM,Yes
227,Juju’s Bagels Cafe,35-62 76th StJackson Heights NY 11372,(718) 205-9511,Bagels;Coffee & Tea,07:00 AM,05:00 PM,07:00 AM,05:00 PM,Yes
228,Newtown,55 Waterbury StBrooklyn NY 11206,(347) 984-6215,Vegetarian;Middle Eastern,11:00 AM,09:30 PM,11:00 AM,05:30 PM,Yes
229,Queen of Falafel,2 Wyckoff AveBrooklyn NY 11237,(718) 504-8628,Middle Eastern;Soup;Sandwiches,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
230,Piz-zetta,90 Livingston StBrooklyn NY 11201,(718) 422-7878,Italian;Pizza,11:00 AM,10:00 PM,CLOSED,CLOSED,Yes
231,La Casa Del Caffe,1036 Morris Park AveBronx NY 10461,(718) 931-7816,Coffee & Tea;Gelato,07:00 AM,11:00 PM,07:00 AM,11:00 PM,Yes
232,UGC eats!,1674 Park AveNew York NY 10035,(646) 580-0354,Cafes;Coffee & Tea;Breakfast & Brunch,08:00 AM,05:00 PM,08:00 AM,05:00 PM,Yes
233,Café Beit,158 Bedford AveBrooklyn NY 11249,(917) 909-1430,Vegan;Coffee & Tea;Vegetarian,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
234,Freddy’s Bar,627 5th AveBrooklyn NY 11215,(718) 768-0131,Bars;Music Venues,12:00 PM,04:00 AM,12:00 PM,04:00 AM,No
235,Chip NYC,30-06 34th StAstoria NY 11103,(917) 745-0101,Bakeries;Coffee & Tea;Desserts,11:00 AM,08:00 PM,11:00 AM,08:00 PM,Yes
236,Hanco’s,134 Smith StBrooklyn NY 11201,(718) 858-6818,Vietnamese;Bubble Tea;Coffee & Tea,11:15 AM,09:00 PM,11:15 AM,09:00 PM,Yes
237,Brooklyn Banh Mi,557 Lorimer StBrooklyn NY 11211,(347) 260-8231,Vietnamese;Bubble Tea;Sandwiches,11:00 AM,09:00 PM,11:00 AM,09:00 PM,Yes
238,Mahmoud’s Corner,NW Corner Of 34th Ave And Steinway StAstoria NY 11106,(917) 295-2281,Halal;Middle Eastern;Food Trucks,10:00 AM,12:00 AM,11:00 AM,09:00 PM,Yes
239,Nuyorican Poets Cafe,236 E 3rd StNew York NY 10009,(212) 505-8183,Bars;Performing Arts,05:00 PM,02:00 AM,05:00 PM,12:00 AM,No
240,Taqueria Milear,752A Nostrand AveCrown Heights NY 11216,(718) 484-8005,Mexican,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
241,Porto Rico Importing,636 Grand StBrooklyn NY 11211,(718) 782-1200,Coffee & Tea,09:00 AM,08:00 PM,11:00 AM,06:00 PM,Yes
242,Bluestone Lane,805 3rd AveNew York NY 10022,(212) 888-8848,Coffee & Tea;Gluten-Free;Breakfast & Brunch,CLOSED,CLOSED,CLOSED,CLOSED,Yes
243,Louie & Ernie’s Pizza,1300 Crosby AveBronx NY 10461,(718) 829-6230,Pizza,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
244,Oasis,161 N 7th StBrooklyn NY 11211,(718) 218-7607,Middle Eastern;Falafel,11:00 AM,04:00 AM,11:00 AM,02:30 AM,Yes
245,Ny Gyro King,588A Bloomfield AveBloomfield NJ 07003,(973) 743-1648,Halal;Falafel,11:00 AM,11:00 PM,CLOSED,CLOSED,Yes
246,Dario’s Restaurant,20 Academy StNewark NJ 07102,(973) 741-1106,Mexican,12:00 PM,04:00 PM,CLOSED,CLOSED,Yes
247,Sun Hing Lung Co,58 Henry StNew York NY 10002,(212) 962-7032,Chinese,07:30 AM,03:30 PM,07:30 AM,03:30 PM,Yes
248,The Teapsy New York,33-17 30th AveAstoria NY 11103,(929) 328-0090,Coffee & Tea;Bubble Tea;Juice Bars & Smoothies,11:00 AM,09:00 PM,11:00 AM,08:30 PM,Yes
249,Creperie NYC,112 Macdougal StNew York NY 10012,(212) 253-6705,Creperies,11:00 AM,04:00 AM,11:00 AM,04:00 AM,Yes
250,DTUT,1744 2nd AveNew York NY 10128,(212) 410-6449,Bars;Coffee & Tea,09:00 AM,02:00 AM,09:00 AM,12:00 AM,No
251,Rebel Coffee,19 8th AveNew York NY 10014,(917) 261-4299,Coffee & Tea,07:00 AM,07:00 PM,07:00 AM,07:00 PM,Yes
252,Lamarca Cheese Shop,161 E 22nd StNew York NY 10010,(212) 673-7920,Cheese Shops;Italian,CLOSED,CLOSED,CLOSED,CLOSED,Yes
253,SVL Souvlaki Bar,30-18B Astoria Blvd NAstoria NY 11102,(718) 406-9141,Greek;Salad;Burgers,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
254,Rocco’s Italian Sausages & Philly Cheese Steaks,5010 Northern BlvdLong Island City NY 11101,(718) 204-0478,Italian;Cheesesteaks;Sandwiches,06:00 AM,10:00 PM,07:00 AM,08:00 PM,Yes
255,Lunitas,1039 A Fulton StBrooklyn NY 11238,(347) 987-3799,Cafes;American (New);Breakfast & Brunch,08:00 AM,02:00 PM,08:00 AM,02:00 PM,Yes
256,Pearl Gate,482 5th AveNew York NY 11215,(718) 768-9898,Ice Cream & Frozen Yogurt;Cafes;Juice Bars & Smoothies,11:00 AM,11:30 PM,11:00 AM,11:00 PM,Yes
257,Joe’s Steam Rice Rolls,136-21 Roosevelt AveFlushing NY 11354,(646) 203-7380,Dim Sum;Cantonese,08:30 AM,07:30 PM,08:30 AM,07:30 PM,Yes
258,Norma’s Corner Shoppe,59-02 Catalpa AveRIdgewood NY 11385,(347) 294-0185,Coffee & Tea;Bakeries;Breakfast & Brunch,07:00 AM,08:00 PM,07:00 AM,08:00 PM,Yes
259,Margon,136 W 46th StNew York NY 10036,(212) 354-5013,Cuban;Dominican,07:00 AM,05:00 PM,CLOSED,CLOSED,Yes
260,Off The Bridge,105 Canal StNew York NY 10002,(212) 775-8599,Coffee & Tea;Bike Repair/Maintenance,10:00 AM,07:00 PM,11:00 AM,06:30 PM,Yes
261,Taqueria Santa Fe,4708 47th AveWoodside NY 11377,(718) 269-9946,Mexican,11:00 AM,01:00 AM,11:00 AM,01:00 AM,Yes
262,Joe’s Pizza,150 E 14th StNew York NY 10003,(212) 388-9474,Pizza,10:00 AM,05:00 AM,10:00 AM,05:00 AM,Yes
263,Wolfnights,99 Rivington StNew York NY 10002,(646) 669-8070,American (New);Sandwiches;Wraps,11:30 AM,05:00 AM,11:30 AM,12:00 AM,Yes
264,Roll-N-Roaster,2901 Emmons AveBrooklyn NY 11235,(718) 769-6000,American (Traditional);Sandwiches;Desserts,11:00 AM,03:00 AM,11:00 AM,01:00 AM,Yes
265,Go! Go! Curry!,273 W 38th StNew York NY 10018,(212) 730-5555,Japanese Curry,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
266,Porto Rico Importing Co,40 1/2 St Marks PlNew York NY 10003,(212) 533-1982,Coffee & Tea,09:00 AM,08:00 PM,12:00 PM,07:00 PM,Yes
267,Tacos El Bronco II,White Plains Rd & Lydig AveBronx NY 10462,(917) 645-8720,Mexican;Food Trucks,12:00 PM,10:30 PM,12:00 PM,10:30 PM,Yes
268,Taste Good Malaysian Cuisine,82-18 45th AveElmhurst NY 11373,(718) 898-8001,Malaysian,10:30 AM,10:00 PM,10:30 AM,10:00 PM,Yes
269,Ramini Espresso Bar & Cafe,265 W 37th StNew York NY 10018,(917) 704-4679,Coffee & Tea;Cafes,CLOSED,CLOSED,CLOSED,CLOSED,Yes
270,Kofte Piyaz,881 5th AveBrooklyn NY 11232,(347) 227-7036,Turkish,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
271,Gossip House,147-46 Northern BlvdFlushing NY 11354,(718) 358-6262,Korean,06:00 AM,10:00 PM,CLOSED,CLOSED,Yes
272,Ground Central,155 E 52nd StNew York NY 10022,(646) 964-4438,Coffee & Tea;Salad;Sandwiches,09:00 AM,06:00 PM,09:00 AM,06:00 PM,Yes
273,Golden Steamer,143-A Mott StNew York NY 10013,(212) 226-1886,Bakeries;Coffee & Tea,07:00 AM,07:00 PM,07:00 AM,07:00 PM,Yes
274,Creperie,135 Ludlow StNew York NY 10002,(212) 979-5521,Creperies,11:00 AM,04:00 AM,11:00 AM,03:00 AM,Yes
275,Ess-A-Bagel,324 1st AveNew York NY 10009,(212) 260-2252,Bagels;Breakfast & Brunch;Sandwiches,06:00 AM,08:00 PM,06:00 AM,05:00 PM,Yes
276,Amy’s Bread,672 9th AveNew York NY 10036,(212) 977-2670,Bakeries;Sandwiches;Coffee & Tea,08:00 AM,11:00 PM,08:00 AM,09:00 PM,Yes
277,Carlo’s Pizza,74-02 Metropolitan AveMiddle Village NY 11379,(718) 894-7915,Pizza,10:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
278,The Picnic Basket,65 W 37th StNew York NY 10018,(212) 382-2627,Cafes;Sandwiches;Breakfast & Brunch,CLOSED,CLOSED,CLOSED,CLOSED,Yes
279,Merilu Pizza Al Metro,791 9th AveNew York NY 10019,(212) 541-5012,Italian;Pizza,01:00 PM,02:00 AM,01:00 PM,02:00 AM,Yes
280,By the Way Bakery,2442 BroadwayNew York NY 10024,(212) 877-0806,Bakeries;Gluten-Free;Coffee & Tea,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
281,Farmer In the Deli,357 Myrtle AveBrooklyn NY 11205,(718) 875-9067,Grocery;Delis;Convenience Stores,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,Yes
282,Halalish,41-17 Main StFlushing NY 11355,(347) 279-3325,Halal;Burgers;Food Trucks,OPEN 24 HOURS,OPEN 24 HOURS,CLOSED,CLOSED,Yes
283,Patacon Pisao,139 Essex StNew York NY 10002,(646) 678-5913,Venezuelan;Sandwiches,12:00 PM,02:00 AM,12:00 PM,11:00 PM,Yes
284,Tasty Deli,4020 BroadwayNew York NY 10032,(212) 923-0700,Delis;Sandwiches,08:00 AM,04:00 PM,08:00 AM,04:00 PM,Yes
285,Blaze Fast-Fire’d Pizza,691 Broad StNewark NJ 07102,(973) 206-4278,Salad;Pizza;Fast Food,10:30 AM,08:00 PM,10:30 AM,08:00 PM,Yes
286,Nan Xiang Xiao Long Bao,38-12 Prince StFlushing NY 11354,(718) 321-3838,Shanghainese;Specialty Food;Noodles,08:00 AM,01:00 AM,08:00 AM,12:00 AM,Yes
287,Fazio’s,709 Knickerbocker AveBrooklyn NY 11221,(347) 529-3222,Pizza;Italian,11:30 AM,11:30 PM,11:30 AM,10:30 PM,Yes
288,Macdonough Café,83 Saratoga AveBrooklyn NY 11233,(347) 221-0295,Coffee & Tea;Juice Bars & Smoothies;Breakfast & Brunch,09:00 AM,05:00 PM,09:00 AM,05:00 PM,Yes
289,Zoralie Restaurant,449 W 51st StNew York NY 10019,(646) 590-3751,Dominican;Spanish;Puerto Rican,09:00 AM,10:00 PM,11:00 AM,09:00 PM,Yes
290,Cafe Himalaya,78 E 1st StNew York NY 10009,(212) 358-0160,Himalayan/Nepalese,12:00 PM,10:30 PM,12:00 PM,09:30 PM,Yes
291,Grounded,28 Jane StNew York NY 10014,(212) 647-0943,Coffee & Tea;Sandwiches,07:30 AM,09:00 PM,07:30 AM,09:00 PM,Yes
292,Tacos El Bronco,37th Street at 5th AvenueBrooklyn NY 11232,(917) 405-5759,Food Trucks;Mexican;Burgers,01:00 PM,05:00 AM,01:00 PM,05:00 AM,Yes
293,Veggies Natural Juice Bar,785 Franklin AveBrooklyn NY 11238,(347) 627-3247,Juice Bars & Smoothies;Vegan;Fruits & Veggies,09:00 AM,08:00 PM,10:00 AM,06:00 PM,Yes
294,Veggies Natural Juice Bar,785 Franklin AveBrooklyn NY 11238,(347) 627-3247,Juice Bars & Smoothies;Vegan;Fruits & Veggies,09:00 AM,08:00 PM,10:00 AM,06:00 PM,Yes
295,Remi Flower & Coffee,906 2nd AveNew York NY 10017,(646) 559-1233,Coffee & Tea;Florists,08:00 AM,05:00 PM,08:00 AM,05:00 PM,Yes
296,Rosa’s Pizza,6265 Fresh Pond RdRidgewood NY 11385,(718) 497-7672,Pizza;Italian,10:00 AM,02:00 AM,11:00 AM,01:00 AM,Yes
297,Woorijip Authentic Korean Food,12 W 32nd StNew York NY 10001,(212) 244-1115,Korean,09:00 AM,03:00 AM,CLOSED,CLOSED,Yes
298,Manhattanville Coffee,142 Edgecombe AveNew York NY 10030,(646) 781-9900,Cafes;Coffee & Tea,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
299,South 4th Bar & Café,90 S 4th StBrooklyn NY 11249,(718) 218-7478,Coffee & Tea;Bars,10:00 AM,04:00 AM,10:00 AM,04:00 AM,No
300,Darna Falafel,200 Court StBrooklyn NY 11201,(347) 799-1673,Falafel;Middle Eastern;Halal,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
301,Tip Top Bar & Grill,432 Franklin AveBrooklyn NY 11238,(718) 857-9744,Dive Bars,02:00 PM,04:00 AM,06:00 PM,12:00 AM,No
302,Tortas Neza,96-15 Roosevelt AveJuan BarCorona NY 11368,(347) 666-1517,Mexican;Food Trucks,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
303,Boulevard Drinks,48 Journal SqJersey City NJ 07306,(201) 656-1855,Hot Dogs,08:00 AM,10:00 PM,08:00 AM,10:00 PM,Yes
304,White Noise Coffee Co,4102 162nd StFlushing NY 11358,(718) 886-4550,Coffee & Tea;Breakfast & Brunch,09:00 AM,11:00 PM,09:00 AM,10:00 PM,Yes
305,Green Symphony,255 W 43rd StNew York NY 10036,(212) 391-4747,Vegetarian;Salad;Juice Bars & Smoothies,CLOSED,CLOSED,10:00 AM,06:30 PM,Yes
306,Zabka Eastern European Coffee Lounge,616 Halsey StBrooklyn NY 11233,(518) 528-7809,Coffee & Tea;Polish;Breakfast & Brunch,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
307,Luckydog,303 Bedford AveBrooklyn NY 11211,(347) 294-4971,Bars,12:00 PM,04:00 AM,12:00 PM,04:00 AM,No
308,Ess-a-Bagel,831 3rd AveNew York NY 10022,(212) 980-1010,Bakeries;Bagels;Delis,06:00 AM,05:00 PM,06:00 AM,05:00 PM,Yes
309,New World Mall Food Court,136-20 Roosevelt AveFlushing NY 11354,(718) 353-0551,Food Court,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
310,New World Mall,136 - 20 Roosevelt AveFlushing NY 11354,(718) 353-0551,Shopping Centers,10:00 AM,11:00 PM,10:00 AM,11:00 PM,No
311,Bagel World,339 5th AveBrooklyn NY 11215,(718) 499-1143,Bagels;Salad;Breakfast & Brunch,06:00 AM,10:00 PM,06:00 AM,10:00 PM,Yes
312,Chick P,490 Bergen StBrooklyn NY 11217,(718) 783-1525,Falafel;Vegetarian,11:00 AM,10:00 PM,11:30 AM,09:00 PM,Yes
313,T-Swirl Crêpe,40-08 Union StFlushing NY 11354,(917) 285-2521,Creperies;Desserts;Gluten-Free,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
314,Williamsburg Smorgasburg - Saturday,90 Kent AveEast River State ParkBrooklyn NY 11211,(718) 928-6603,Food Stands,11:00 AM,06:00 PM,CLOSED,CLOSED,Yes
315,Patacon Pisao,85-22 Grand AveElmhurst NY 11373,(718) 899-8922,Venezuelan;Sandwiches;Food Trucks,08:00 AM,11:00 PM,08:00 AM,11:00 PM,Yes
316,Samudra Vegetarian Restaurant & Chaat House,75-18 37th AveJackson Heights NY 11372,(718) 255-1757,Indian;Vegetarian,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
317,Suzy’s Roti Parlour,907 Church AveBrooklyn NY 11218,(718) 282-8190,Trinidadian,11:30 AM,08:30 PM,CLOSED,CLOSED,Yes
318,Gypsy Grill,187 Newark AveJersey City NJ 07302,(201) 839-5115,Middle Eastern;Halal;Kebab,11:00 AM,10:00 PM,12:00 PM,09:00 PM,Yes
319,A Little Taste,148 W 28th StNew York NY 10001,(212) 431-1000,Cafes;Desserts;Modern European,08:00 AM,01:00 PM,CLOSED,CLOSED,Yes
