Name,Address,Phone,Cuisines,Take Out,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
NY Pizza Suprema,413 8th AveNew York NY 10001,(212) 594-8939,Pizza,Yes,10:30 AM,12:00 AM,10:30 AM,12:00 AM
Punjabi Grocery & Deli,114 E 1st StNew York NY 10009,(212) 533-3356,Indian;Grocery;Delis,Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Bite,211 E 14th StNew York NY 10003,(212) 677-3123,Sandwiches;Salad;Mediterranean,Yes,10:00 AM,11:00 PM,10:00 AM,10:00 PM
Ling Kee Beef Jerky,42 Canal StNew York NY 10002,(212) 965-1206,Chinese;Barbeque,Yes,10:00 AM,8:00 PM,10:00 AM,8:00 PM
Fresh From Hell,326 W 47th StNew York NY 10036,(212) 956-4355,Salad;Sandwiches;Juice Bars & Smoothies,Yes,8:00 AM,8:00 PM,8:00 AM,6:00 PM
Num Pang Kitchen,28 E 12th StNew York NY 10003,(646) 791-0439,Cambodian;Sandwiches,Yes,11:00 AM,9:00 PM,12:00 PM,8:00 PM
New Park Pizzeria,15671 Crossbay BlvdHoward Beach NY 11414,(718) 641-3082,Pizza,Yes,11:00 AM,12:00 AM,11:00 AM,12:00 AM
Pan Con Todo Express,6911 Tonnelle AveNorth Bergen NJ 07047,(201) 861-2822,Cuban;Sandwiches;Salad,Yes,11:00 AM,8:30 PM,11:00 AM,7:30 PM
Rudy’s Bar & Grill,627 9th AveNew York NY 10036,(646) 707-0890,Dive Bars;Hot Dogs,No,8:00 AM,4:00 AM,12:00 PM,4:00 AM
Rumba’s Cafe,513 Central AveJersey City NJ 07307,(201) 216-9655,Cuban,Yes,6:00 AM,9:00 PM,6:00 AM,9:00 PM
Lamazou,370 3rd AveNew York NY 10016,(212) 532-2009,Cheese Shops;Sandwiches;Caterers,Yes,10:00 AM,8:00 PM,CLOSED,CLOSED
88 Lan Zhou Handmade Noodles & Dumplings,40 Bowery StNew York NY 10013,(646) 683-0939,Chinese;Noodles;Ramen,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Saigon Vietnamese Sandwich Deli,369 Broome StNew York NY 10013,(212) 219-8341,Sandwiches;Vietnamese,Yes,7:00 AM,7:00 PM,7:00 AM,7:00 PM
Bagel Pub,287 9th StBrooklyn NY 11215,(718) 499-4402,Cafes;Breakfast & Brunch;Bagels,Yes,7:00 AM,5:00 PM,7:00 AM,5:00 PM
Gila’s Nosh,221 E 23rd StNew York NY 10010,(212) 213-3334,Coffee & Tea;Mediterranean;Breakfast & Brunch,Yes,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Soup Spot,220 W 31st StNew York NY 10001,(212) 643-8623,Soup,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Franky’s Souvlaki,31st Ave & Steinway StAstoria NY 11103,(833) 746-5540,Food Trucks;Greek;Caterers,Yes,10:30 AM,9:00 PM,10:30 AM,9:00 PM
Eim Khao Mun Kai Elmhurst,81-32 BroadwayElmhurst NY 11373,(718) 424-7156,Thai;Hainan,Yes,10:00 AM,9:00 PM,10:00 AM,9:00 PM
Fran’s Italian Deli,202 Hudson StHoboken NJ 07030,(201) 217-0203,Delis;Italian;Breakfast & Brunch,Yes,8:00 AM,4:00 PM,CLOSED,CLOSED
Java Day Cafe,16009 Northern BlvdFlushing NY 11358,(718) 961-4444,Bagels;Cafes;Breakfast & Brunch,Yes,6:00 AM,4:00 PM,7:00 AM,4:00 PM
Astoria Coffee,30-04 30th StAstoria NY 11102,(347) 619-3915,Coffee & Tea;Ice Cream & Frozen Yogurt;Bakeries,Yes,8:00 AM,8:00 PM,8:00 AM,8:00 PM
Tonys Pizzeria & Restaurant,443 Knickerbocker AveBrooklyn NY 11237,(718) 455-9664,Pizza;Italian,Yes,9:00 AM,12:00 AM,9:00 AM,12:00 AM
Saigon Shack,114 Macdougal StNew York NY 10012,(212) 228-0588,Sandwiches;Coffee & Tea;Salad,Yes,11:00 AM,1:00 AM,11:00 AM,11:00 PM
Tea NJ,262 Newark AveJersey City NJ 07302,(201) 222-7757,American (New);Tea Rooms;Cafes,Yes,9:00 AM,6:00 PM,9:00 AM,6:00 PM
Lhasa Fast Food,37-50 74th StSte 3750Jackson Heights NY 11372,(347) 952-6934,Himalayan/Nepalese,Yes,11:30 AM,10:30 PM,11:30 AM,10:30 PM
Congress Station,589 Palisade AveJersey City NJ 07307,(201) 656-5752,Coffee & Tea;Breakfast & Brunch;Bagels,Yes,8:00 AM,3:00 PM,8:00 AM,3:00 PM
Nefista Vegan Kofteh,656 Anderson AvenueCliffside Park NJ 07010,(201) 774-4080,Mediterranean;Vegan,Yes,11:00 AM,12:00 AM,11:00 AM,11:30 PM
Blend Coffee House,1033 Broad StBloomfield NJ 07003,(973) 893-5733,Coffee & Tea,Yes,7:00 AM,7:00 PM,7:00 AM,5:00 PM
Banh Mi Zon,443 E 6th StNew York NY 10009,(646) 524-6384,Vietnamese;Sandwiches;Salad,Yes,12:00 PM,10:00 PM,12:00 PM,8:00 PM
Eight Turn Crêpe,445 Albee Square WBrooklyn NY 11201,(929) 358-7988,Creperies,Yes,10:00 AM,10:00 PM,10:00 AM,9:00 PM
Dekalb Market Hall,445 Albee Square WBasement LevelBrooklyn NY 11201,(929) 359-6555,Food Court,Yes,7:00 AM,10:00 PM,7:00 AM,10:00 PM
Penny House Cafe,732 Washington AveBrooklyn NY 11238,(347) 240-7281,Coffee & Tea;Breakfast & Brunch;Sandwiches,Yes,7:00 AM,6:00 PM,7:00 AM,5:00 PM
O’Leary’s Publik House,788 Garfield AveJersey City NJ 07305,(201) 435-7269,Pubs;Cocktail Bars,No,11:00 AM,3:00 AM,11:00 AM,2:00 AM
Kusharista,518 86th StBrooklyn NY 11209,(718) 238-7800,Middle Eastern;Mediterranean,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Love Cafe,283 Pleasant AveSt 115New York NY 10029,(212) 369-6916,Coffee & Tea;Breakfast & Brunch;Sandwiches,Yes,7:00 AM,2:30 PM,CLOSED,CLOSED
Brooklyn Bagel & Coffee Company,35-09 Ditmars BlvdAstoria NY 11105,(718) 932-8280,Coffee & Tea;Bagels;Breakfast & Brunch,Yes,6:00 AM,4:30 PM,6:00 AM,4:30 PM
Cheese Grille,188 Allen StNew York NY 10002,(212) 460-9383,American (Traditional);Comfort Food;Sandwiches,Yes,11:30 AM,3:00 AM,11:30 AM,10:00 PM
Margherita Pizza,163-04 Jamaica AveJamaica NY 11432,(718) 657-5780,Pizza,Yes,10:00 AM,7:30 PM,10:00 AM,5:00 PM
Bushwick Grind,63 Whipple StUnit 1LBrooklyn NY 11206,(929) 337-6007,Coffee & Tea,Yes,9:00 AM,5:00 PM,9:00 AM,5:00 PM
B&H Dairy,127 2nd AveNew York NY 10003,(212) 505-8065,Vegetarian;Delis,Yes,7:00 AM,12:00 AM,7:00 AM,12:00 AM
Gia Gelato & Cafe,281 Newark AveJersey City NJ 07302,(201) 216-0555,Gelato;Cafes;Breakfast & Brunch,Yes,8:00 AM,8:00 PM,8:00 AM,8:00 PM
Joe’s Pizza,7 Carmine StNew York NY 10014,(212) 366-1182,Pizza,Yes,10:00 AM,5:00 AM,10:00 AM,4:00 AM
Streecha,33 E 7th StNew York NY 10003,(212) 677-7160,Ukrainian,Yes,9:00 AM,5:00 PM,9:00 AM,5:00 PM
Baker’s Pizza,201 Avenue ANew York NY 10009,(212) 777-7477,Pizza;Salad;Sandwiches,Yes,12:00 PM,4:00 AM,12:00 PM,11:00 PM
Schmackary’s,362 W 45th StNew York NY 10036,(646) 801-9866,Desserts;Bakeries;Coffee & Tea,Yes,8:00 AM,12:00 AM,8:00 AM,11:00 PM
Irish Rover,3718 28th AveAstoria NY 11103,(718) 278-9372,Pubs;Sports Bars;Irish Pub,No,10:30 AM,4:00 AM,10:30 AM,4:00 AM
OatMeals,120 W 3rd StNew York NY 10012,(646) 360-3570,Bakeries;Coffee & Tea;Breakfast & Brunch,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
Ruzana,486 85th StBrooklyn NY 11209,(347) 662-6208,Kebab;Halal;Middle Eastern,Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Brooklyn Ice House,318 Van Brunt StBrooklyn NY 11231,(718) 222-1865,Barbeque;Pubs,Yes,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Ninth Street Espresso,75 9th AveNew York NY 10011,(212) 228-2930,Coffee & Tea;Cafes,Yes,8:00 AM,8:00 PM,9:00 AM,7:00 PM
Lucid Café,311 Lexington AveNew York NY 10016,(212) 867-3490,Coffee & Tea,Yes,8:00 AM,5:00 PM,8:00 AM,3:00 PM
Oslo Coffee Roasters,422 E 75th StNew York NY 10021,(718) 782-0332,Coffee & Tea;Cafes,Yes,8:00 AM,7:00 PM,8:00 AM,7:00 PM
Taim Nolita,45 Spring StNew York NY 10012,(212) 219-0600,Falafel,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Num Pang Kitchen,140 E 41st StNew York NY 10017,(212) 867-8889,Cambodian;Sandwiches,Yes,12:00 PM,6:00 PM,12:00 PM,6:00 PM
Sugar Hill Cafe,410 W 145th StNew York NY 10031,(212) 234-2024,Coffee & Tea;Cafes,Yes,8:00 AM,4:00 PM,8:00 AM,4:00 PM
La Bagel Delight,284 7th AveBrooklyn NY 11215,(718) 768-6107,Bagels;Breakfast & Brunch;Sandwiches,Yes,5:30 AM,7:00 PM,5:30 AM,6:00 PM
Cafe Patoro,223 Front StNew York NY 10038,(917) 262-0031,Bakeries;Brazilian;Coffee & Tea,Yes,8:00 AM,6:00 PM,8:00 AM,6:00 PM
Gimme! Coffee,228 Mott StNew York NY 10012,(212) 226-4011,Coffee & Tea,Yes,8:00 AM,6:00 PM,8:00 AM,6:00 PM
The Green Chicpea,59 Halsey StNewark NJ 07102,(862) 240-1500,Middle Eastern;Salad;Falafel,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Hero King Handcrafted Sandwiches,406 Market StNewark NJ 07105,(973) 344-2322,Sandwiches,Yes,10:00 AM,3:00 PM,CLOSED,CLOSED
Teado Tea Shop,145D Hester StNew York NY 10002,(212) 226-7687,Coffee & Tea;Juice Bars & Smoothies;Bubble Tea,Yes,12:00 PM,8:00 PM,12:00 PM,8:00 PM
Dosa Hutt,45-63 Bowne StFlushing NY 11355,(718) 961-5897,Indian;Vegetarian,Yes,9:00 AM,9:00 PM,9:00 AM,9:00 PM
Dil-e Punjab Deli,170 9th AveNew York NY 10011,(212) 647-9428,Indian;Vegetarian;Pakistani,Yes,10:00 AM,12:00 AM,10:00 AM,12:00 AM
Juju’s Bagels Cafe,35-62 76th StJackson Heights NY 11372,(718) 205-9511,Bagels;Coffee & Tea,Yes,7:00 AM,5:00 PM,7:00 AM,5:00 PM
Newtown,55 Waterbury StBrooklyn NY 11206,(347) 984-6215,Vegetarian;Middle Eastern,Yes,11:00 AM,9:30 PM,11:00 AM,5:30 PM
Queen of Falafel,2 Wyckoff AveBrooklyn NY 11237,(718) 504-8628,Middle Eastern;Soup;Sandwiches,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Piz-zetta,90 Livingston StBrooklyn NY 11201,(718) 422-7878,Italian;Pizza,Yes,11:00 AM,10:00 PM,CLOSED,CLOSED
La Casa Del Caffe,1036 Morris Park AveBronx NY 10461,(718) 931-7816,Coffee & Tea;Gelato,Yes,7:00 AM,11:00 PM,7:00 AM,11:00 PM
UGC eats!,1674 Park AveNew York NY 10035,(646) 580-0354,Cafes;Coffee & Tea;Breakfast & Brunch,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
Café Beit,158 Bedford AveBrooklyn NY 11249,(917) 909-1430,Vegan;Coffee & Tea;Vegetarian,Yes,8:00 AM,8:00 PM,8:00 AM,8:00 PM
Freddy’s Bar,627 5th AveBrooklyn NY 11215,(718) 768-0131,Bars;Music Venues,No,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Chip NYC,30-06 34th StAstoria NY 11103,(917) 745-0101,Bakeries;Coffee & Tea;Desserts,Yes,11:00 AM,8:00 PM,11:00 AM,8:00 PM
Hanco’s,134 Smith StBrooklyn NY 11201,(718) 858-6818,Vietnamese;Bubble Tea;Coffee & Tea,Yes,11:15 AM,9:00 PM,11:15 AM,9:00 PM
Brooklyn Banh Mi,557 Lorimer StBrooklyn NY 11211,(347) 260-8231,Vietnamese;Bubble Tea;Sandwiches,Yes,11:00 AM,9:00 PM,11:00 AM,9:00 PM
Mahmoud’s Corner,NW Corner Of 34th Ave And Steinway StAstoria NY 11106,(917) 295-2281,Halal;Middle Eastern;Food Trucks,Yes,10:00 AM,12:00 AM,11:00 AM,9:00 PM
Nuyorican Poets Cafe,236 E 3rd StNew York NY 10009,(212) 505-8183,Bars;Performing Arts,No,5:00 PM,2:00 AM,5:00 PM,12:00 AM
Taqueria Milear,752A Nostrand AveCrown Heights NY 11216,(718) 484-8005,Mexican,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Porto Rico Importing,636 Grand StBrooklyn NY 11211,(718) 782-1200,Coffee & Tea,Yes,9:00 AM,8:00 PM,11:00 AM,6:00 PM
Bluestone Lane,805 3rd AveNew York NY 10022,(212) 888-8848,Coffee & Tea;Gluten-Free;Breakfast & Brunch,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Louie & Ernie’s Pizza,1300 Crosby AveBronx NY 10461,(718) 829-6230,Pizza,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Oasis,161 N 7th StBrooklyn NY 11211,(718) 218-7607,Middle Eastern;Falafel,Yes,11:00 AM,4:00 AM,11:00 AM,2:30 AM
Ny Gyro King,588A Bloomfield AveBloomfield NJ 07003,(973) 743-1648,Halal;Falafel,Yes,11:00 AM,11:00 PM,CLOSED,CLOSED
Dario’s Restaurant,20 Academy StNewark NJ 07102,(973) 741-1106,Mexican,Yes,12:00 PM,4:00 PM,CLOSED,CLOSED
Sun Hing Lung Co,58 Henry StNew York NY 10002,(212) 962-7032,Chinese,Yes,7:30 AM,3:30 PM,7:30 AM,3:30 PM
The Teapsy New York,33-17 30th AveAstoria NY 11103,(929) 328-0090,Coffee & Tea;Bubble Tea;Juice Bars & Smoothies,Yes,11:00 AM,9:00 PM,11:00 AM,8:30 PM
Creperie NYC,112 Macdougal StNew York NY 10012,(212) 253-6705,Creperies,Yes,11:00 AM,4:00 AM,11:00 AM,4:00 AM
DTUT,1744 2nd AveNew York NY 10128,(212) 410-6449,Bars;Coffee & Tea,No,9:00 AM,2:00 AM,9:00 AM,12:00 AM
Rebel Coffee,19 8th AveNew York NY 10014,(917) 261-4299,Coffee & Tea,Yes,7:00 AM,7:00 PM,7:00 AM,7:00 PM
Lamarca Cheese Shop,161 E 22nd StNew York NY 10010,(212) 673-7920,Cheese Shops;Italian,Yes,CLOSED,CLOSED,CLOSED,CLOSED
SVL Souvlaki Bar,30-18B Astoria Blvd NAstoria NY 11102,(718) 406-9141,Greek;Salad;Burgers,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Rocco’s Italian Sausages & Philly Cheese Steaks,5010 Northern BlvdLong Island City NY 11101,(718) 204-0478,Italian;Cheesesteaks;Sandwiches,Yes,6:00 AM,10:00 PM,7:00 AM,8:00 PM
Lunitas,1039 A Fulton StBrooklyn NY 11238,(347) 987-3799,Cafes;American (New);Breakfast & Brunch,Yes,8:00 AM,2:00 PM,8:00 AM,2:00 PM
Pearl Gate,482 5th AveNew York NY 11215,(718) 768-9898,Ice Cream & Frozen Yogurt;Cafes;Juice Bars & Smoothies,Yes,11:00 AM,11:30 PM,11:00 AM,11:00 PM
Joe’s Steam Rice Rolls,136-21 Roosevelt AveFlushing NY 11354,(646) 203-7380,Dim Sum;Cantonese,Yes,8:30 AM,7:30 PM,8:30 AM,7:30 PM
Norma’s Corner Shoppe,59-02 Catalpa AveRIdgewood NY 11385,(347) 294-0185,Coffee & Tea;Bakeries;Breakfast & Brunch,Yes,7:00 AM,8:00 PM,7:00 AM,8:00 PM
Margon,136 W 46th StNew York NY 10036,(212) 354-5013,Cuban;Dominican,Yes,7:00 AM,5:00 PM,CLOSED,CLOSED
Off The Bridge,105 Canal StNew York NY 10002,(212) 775-8599,Coffee & Tea;Bike Repair/Maintenance,Yes,10:00 AM,7:00 PM,11:00 AM,6:30 PM
Taqueria Santa Fe,4708 47th AveWoodside NY 11377,(718) 269-9946,Mexican,Yes,11:00 AM,1:00 AM,11:00 AM,1:00 AM
Joe’s Pizza,150 E 14th StNew York NY 10003,(212) 388-9474,Pizza,Yes,10:00 AM,5:00 AM,10:00 AM,5:00 AM
Wolfnights,99 Rivington StNew York NY 10002,(646) 669-8070,American (New);Sandwiches;Wraps,Yes,11:30 AM,5:00 AM,11:30 AM,12:00 AM
Roll-N-Roaster,2901 Emmons AveBrooklyn NY 11235,(718) 769-6000,American (Traditional);Sandwiches;Desserts,Yes,11:00 AM,3:00 AM,11:00 AM,1:00 AM
Go! Go! Curry!,273 W 38th StNew York NY 10018,(212) 730-5555,Japanese Curry,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Porto Rico Importing Co,40 1/2 St Marks PlNew York NY 10003,(212) 533-1982,Coffee & Tea,Yes,9:00 AM,8:00 PM,12:00 PM,7:00 PM
Tacos El Bronco II,White Plains Rd & Lydig AveBronx NY 10462,(917) 645-8720,Mexican;Food Trucks,Yes,12:00 PM,10:30 PM,12:00 PM,10:30 PM
Taste Good Malaysian Cuisine,82-18 45th AveElmhurst NY 11373,(718) 898-8001,Malaysian,Yes,10:30 AM,10:00 PM,10:30 AM,10:00 PM
Ramini Espresso Bar & Cafe,265 W 37th StNew York NY 10018,(917) 704-4679,Coffee & Tea;Cafes,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Kofte Piyaz,881 5th AveBrooklyn NY 11232,(347) 227-7036,Turkish,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Gossip House,147-46 Northern BlvdFlushing NY 11354,(718) 358-6262,Korean,Yes,6:00 AM,10:00 PM,CLOSED,CLOSED
Ground Central,155 E 52nd StNew York NY 10022,(646) 964-4438,Coffee & Tea;Salad;Sandwiches,Yes,9:00 AM,6:00 PM,9:00 AM,6:00 PM
Golden Steamer,143-A Mott StNew York NY 10013,(212) 226-1886,Bakeries;Coffee & Tea,Yes,7:00 AM,7:00 PM,7:00 AM,7:00 PM
Creperie,135 Ludlow StNew York NY 10002,(212) 979-5521,Creperies,Yes,11:00 AM,4:00 AM,11:00 AM,3:00 AM
Ess-A-Bagel,324 1st AveNew York NY 10009,(212) 260-2252,Bagels;Breakfast & Brunch;Sandwiches,Yes,6:00 AM,8:00 PM,6:00 AM,5:00 PM
Amy’s Bread,672 9th AveNew York NY 10036,(212) 977-2670,Bakeries;Sandwiches;Coffee & Tea,Yes,8:00 AM,11:00 PM,8:00 AM,9:00 PM
Carlo’s Pizza,74-02 Metropolitan AveMiddle Village NY 11379,(718) 894-7915,Pizza,Yes,10:00 AM,12:00 AM,11:00 AM,11:00 PM
The Picnic Basket,65 W 37th StNew York NY 10018,(212) 382-2627,Cafes;Sandwiches;Breakfast & Brunch,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Merilu Pizza Al Metro,791 9th AveNew York NY 10019,(212) 541-5012,Italian;Pizza,Yes,1:00 PM,2:00 AM,1:00 PM,2:00 AM
By the Way Bakery,2442 BroadwayNew York NY 10024,(212) 877-0806,Bakeries;Gluten-Free;Coffee & Tea,Yes,8:00 AM,8:00 PM,8:00 AM,8:00 PM
Farmer In the Deli,357 Myrtle AveBrooklyn NY 11205,(718) 875-9067,Grocery;Delis;Convenience Stores,Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Halalish,41-17 Main StFlushing NY 11355,(347) 279-3325,Halal;Burgers;Food Trucks,Yes,OPEN 24 HOURS,OPEN 24 HOURS,CLOSED,CLOSED
Patacon Pisao,139 Essex StNew York NY 10002,(646) 678-5913,Venezuelan;Sandwiches,Yes,12:00 PM,2:00 AM,12:00 PM,11:00 PM
Tasty Deli,4020 BroadwayNew York NY 10032,(212) 923-0700,Delis;Sandwiches,Yes,8:00 AM,4:00 PM,8:00 AM,4:00 PM
Blaze Fast-Fire’d Pizza,691 Broad StNewark NJ 07102,(973) 206-4278,Salad;Pizza;Fast Food,Yes,10:30 AM,8:00 PM,10:30 AM,8:00 PM
Nan Xiang Xiao Long Bao,38-12 Prince StFlushing NY 11354,(718) 321-3838,Shanghainese;Specialty Food;Noodles,Yes,8:00 AM,1:00 AM,8:00 AM,12:00 AM
Fazio’s,709 Knickerbocker AveBrooklyn NY 11221,(347) 529-3222,Pizza;Italian,Yes,11:30 AM,11:30 PM,11:30 AM,10:30 PM
Macdonough Café,83 Saratoga AveBrooklyn NY 11233,(347) 221-0295,Coffee & Tea;Juice Bars & Smoothies;Breakfast & Brunch,Yes,9:00 AM,5:00 PM,9:00 AM,5:00 PM
Zoralie Restaurant,449 W 51st StNew York NY 10019,(646) 590-3751,Dominican;Spanish;Puerto Rican,Yes,9:00 AM,10:00 PM,11:00 AM,9:00 PM
Cafe Himalaya,78 E 1st StNew York NY 10009,(212) 358-0160,Himalayan/Nepalese,Yes,12:00 PM,10:30 PM,12:00 PM,9:30 PM
Grounded,28 Jane StNew York NY 10014,(212) 647-0943,Coffee & Tea;Sandwiches,Yes,7:30 AM,9:00 PM,7:30 AM,9:00 PM
Tacos El Bronco,37th Street at 5th AvenueBrooklyn NY 11232,(917) 405-5759,Food Trucks;Mexican;Burgers,Yes,1:00 PM,5:00 AM,1:00 PM,5:00 AM
Veggies Natural Juice Bar,785 Franklin AveBrooklyn NY 11238,(347) 627-3247,Juice Bars & Smoothies;Vegan;Fruits & Veggies,Yes,9:00 AM,8:00 PM,10:00 AM,6:00 PM
Veggies Natural Juice Bar,785 Franklin AveBrooklyn NY 11238,(347) 627-3247,Juice Bars & Smoothies;Vegan;Fruits & Veggies,Yes,9:00 AM,8:00 PM,10:00 AM,6:00 PM
Remi Flower & Coffee,906 2nd AveNew York NY 10017,(646) 559-1233,Coffee & Tea;Florists,Yes,8:00 AM,5:00 PM,8:00 AM,5:00 PM
Rosa’s Pizza,6265 Fresh Pond RdRidgewood NY 11385,(718) 497-7672,Pizza;Italian,Yes,10:00 AM,2:00 AM,11:00 AM,1:00 AM
Woorijip Authentic Korean Food,12 W 32nd StNew York NY 10001,(212) 244-1115,Korean,Yes,9:00 AM,3:00 AM,CLOSED,CLOSED
Manhattanville Coffee,142 Edgecombe AveNew York NY 10030,(646) 781-9900,Cafes;Coffee & Tea,Yes,8:00 AM,7:00 PM,8:00 AM,7:00 PM
South 4th Bar & Café,90 S 4th StBrooklyn NY 11249,(718) 218-7478,Coffee & Tea;Bars,No,10:00 AM,4:00 AM,10:00 AM,4:00 AM
Darna Falafel,200 Court StBrooklyn NY 11201,(347) 799-1673,Falafel;Middle Eastern;Halal,Yes,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Tip Top Bar & Grill,432 Franklin AveBrooklyn NY 11238,(718) 857-9744,Dive Bars,No,2:00 PM,4:00 AM,6:00 PM,12:00 AM
Tortas Neza,96-15 Roosevelt AveJuan BarCorona NY 11368,(347) 666-1517,Mexican;Food Trucks,Yes,11:00 AM,11:00 PM,11:00 AM,11:00 PM
Boulevard Drinks,48 Journal SqJersey City NJ 07306,(201) 656-1855,Hot Dogs,Yes,8:00 AM,10:00 PM,8:00 AM,10:00 PM
White Noise Coffee Co,4102 162nd StFlushing NY 11358,(718) 886-4550,Coffee & Tea;Breakfast & Brunch,Yes,9:00 AM,11:00 PM,9:00 AM,10:00 PM
Green Symphony,255 W 43rd StNew York NY 10036,(212) 391-4747,Vegetarian;Salad;Juice Bars & Smoothies,Yes,CLOSED,CLOSED,10:00 AM,6:30 PM
Zabka Eastern European Coffee Lounge,616 Halsey StBrooklyn NY 11233,(518) 528-7809,Coffee & Tea;Polish;Breakfast & Brunch,Yes,8:00 AM,7:00 PM,8:00 AM,7:00 PM
Luckydog,303 Bedford AveBrooklyn NY 11211,(347) 294-4971,Bars,No,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Ess-a-Bagel,831 3rd AveNew York NY 10022,(212) 980-1010,Bakeries;Bagels;Delis,Yes,6:00 AM,5:00 PM,6:00 AM,5:00 PM
New World Mall Food Court,136-20 Roosevelt AveFlushing NY 11354,(718) 353-0551,Food Court,Yes,10:00 AM,11:00 PM,10:00 AM,11:00 PM
New World Mall,136 - 20 Roosevelt AveFlushing NY 11354,(718) 353-0551,Shopping Centers,No,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Bagel World,339 5th AveBrooklyn NY 11215,(718) 499-1143,Bagels;Salad;Breakfast & Brunch,Yes,6:00 AM,10:00 PM,6:00 AM,10:00 PM
Chick P,490 Bergen StBrooklyn NY 11217,(718) 783-1525,Falafel;Vegetarian,Yes,11:00 AM,10:00 PM,11:30 AM,9:00 PM
T-Swirl Crêpe,40-08 Union StFlushing NY 11354,(917) 285-2521,Creperies;Desserts;Gluten-Free,Yes,10:00 AM,11:00 PM,10:00 AM,11:00 PM
Williamsburg Smorgasburg - Saturday,90 Kent AveEast River State ParkBrooklyn NY 11211,(718) 928-6603,Food Stands,Yes,11:00 AM,6:00 PM,CLOSED,CLOSED
Patacon Pisao,85-22 Grand AveElmhurst NY 11373,(718) 899-8922,Venezuelan;Sandwiches;Food Trucks,Yes,8:00 AM,11:00 PM,8:00 AM,11:00 PM
Samudra Vegetarian Restaurant & Chaat House,75-18 37th AveJackson Heights NY 11372,(718) 255-1757,Indian;Vegetarian,Yes,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Suzy’s Roti Parlour,907 Church AveBrooklyn NY 11218,(718) 282-8190,Trinidadian,Yes,11:30 AM,8:30 PM,CLOSED,CLOSED
Gypsy Grill,187 Newark AveJersey City NJ 07302,(201) 839-5115,Middle Eastern;Halal;Kebab,Yes,11:00 AM,10:00 PM,12:00 PM,9:00 PM
A Little Taste,148 W 28th StNew York NY 10001,(212) 431-1000,Cafes;Desserts;Modern European,Yes,8:00 AM,1:00 PM,CLOSED,CLOSED
King of Falafel & Shawarma - Cart,53rd & Park AveNew York NY 10022,(718) 838-4413,Falafel;Food Stands,Yes,CLOSED,CLOSED,CLOSED,CLOSED
Juicy Spot Cafe,33 Pell StNew York NY 10013,(646) 870-0188,Juice Bars & Smoothies;Coffee & Tea;Ice Cream & Frozen Yogurt,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Sofia Pizza Shoppe,989 1st AveNew York NY 10022,(212) 888-8816,Pizza,Yes,12:00 PM,10:00 PM,2:00 PM,9:00 PM
La Nueva Bakery,86-10 37th AveJackson Heights NY 11372,(718) 507-4785,Bakeries;Latin American,Yes,7:00 AM,9:00 PM,7:00 AM,9:00 PM
Old Country Coffee,455 W 34th StNew York NY 10001,(646) 861-2171,Coffee & Tea;Bagels;Sandwiches,Yes,6:30 AM,7:30 PM,6:30 AM,7:30 PM
Angel’s Recipe Ice Cream & Crepes,79 Hudson StHoboken NJ 07030,(201) 673-4049,Ice Cream & Frozen Yogurt;Desserts;Creperies,Yes,11:00 AM,11:30 PM,11:00 AM,10:30 PM
Ganesh Temple Canteen,143-09 Holly AveFlushing NY 11355,(718) 460-8493,Indian;Vegetarian,Yes,8:30 AM,9:30 PM,8:30 AM,9:30 PM
Vinnie’s Pizzeria,148 Bedford AveBrooklyn NY 11211,(718) 782-7078,Pizza;Vegan;Italian,Yes,11:00 AM,3:00 AM,11:00 AM,12:00 AM
